token_id,Hat,Mouth,Clothes,Eyes,Earring,Background,Fur,trait_count
8135,153.84615384615384,357.14285714285717,78.125,45.45454545454546,12.150668286755772,8.045052292839904,8.136696501220504,5.310674455655868
2794,84.03361344537815,384.61538461538464,37.87878787878788,92.59259259259258,7.8988941548183265,3.937007874015748,4.432624113475177,1.4236902050113895
7678,7.74593338497289,28.57142857142857,129.87012987012986,24.630541871921185,35.2112676056338,384.61538461538464,1.8789928598271326,1.4236902050113895
8976,41.32231404958678,25.188916876574307,384.61538461538464,12.150668286755772,7.79423226812159,70.92198581560284,54.94505494505494,5.310674455655868
208,20.876826722338205,26.525198938992045,8.045052292839904,384.61538461538464,12.150668286755772,19.569471624266146,97.08737864077669,5.310674455655868
7658,357.14285714285717,125.0,20.161290322580644,7.8988941548183265,14.084507042253522,43.859649122807014,1.8789928598271326,1.4236902050113895
7253,384.61538461538464,45.24886877828054,8.045052292839904,93.45794392523365,14.084507042253522,15.723270440251572,1.8789928598271326,1.4236902050113895
7265,23.809523809523807,25.188916876574307,22.779043280182233,7.8988941548183265,384.61538461538464,69.44444444444444,25.38071065989848,5.310674455655868
1135,8.051529790660226,357.14285714285717,66.2251655629139,43.859649122807014,46.51162790697675,35.2112676056338,1.8789928598271326,1.4236902050113895
8811,357.14285714285717,45.04504504504504,43.29004329004329,48.78048780487805,32.467532467532465,7.2992700729927,7.861635220125786,5.310674455655868
2980,357.14285714285717,28.409090909090907,34.013605442176875,8.116883116883116,69.44444444444444,21.09704641350211,11.350737797956867,5.310674455655868
8921,30.8641975308642,69.44444444444444,30.030030030030026,7.861635220125786,7.396449704142013,384.61538461538464,1.8789928598271326,1.4236902050113895
1459,42.5531914893617,7.79423226812159,384.61538461538464,39.682539682539684,32.467532467532465,11.350737797956867,8.136696501220504,5.310674455655868
5353,41.32231404958678,20.408163265306122,7.8988941548183265,384.61538461538464,29.940119760479043,43.29004329004329,1.8789928598271326,1.4236902050113895
4300,7.79423226812159,55.24861878453038,15.974440894568689,69.44444444444444,357.14285714285717,20.53388090349076,1.8789928598271326,1.4236902050113895
4151,83.33333333333333,21.645021645021647,7.396449704142013,8.116883116883116,39.52569169960474,357.14285714285717,5.834305717619603,5.310674455655868
6250,22.779043280182233,357.14285714285717,15.723270440251572,5.834305717619603,7.861635220125786,43.29004329004329,69.44444444444444,5.310674455655868
5491,48.543689320388346,11.82033096926714,384.61538461538464,8.136696501220504,43.859649122807014,12.150668286755772,8.045052292839904,5.310674455655868
3730,8.547008547008547,76.92307692307692,11.350737797956867,29.940119760479043,7.2992700729927,25.38071065989848,357.14285714285717,5.310674455655868
2402,55.24861878453038,384.61538461538464,7.396449704142013,7.861635220125786,21.645021645021647,14.084507042253522,24.330900243309003,5.310674455655868
3609,28.57142857142857,8.116883116883116,20.408163265306122,357.14285714285717,90.90909090909092,3.937007874015748,5.299417064122946,1.4236902050113895
8746,30.8641975308642,238.0952380952381,24.630541871921185,6.447453255963895,204.08163265306123,7.861635220125786,1.8789928598271326,1.4236902050113895
7728,18.148820326678766,76.92307692307692,8.045052292839904,43.47826086956522,7.396449704142013,357.14285714285717,1.8789928598271326,1.4236902050113895
8097,38.167938931297705,69.44444444444444,7.396449704142013,8.116883116883116,357.14285714285717,13.315579227696405,11.350737797956867,5.310674455655868
7495,7.8988941548183265,92.59259259259258,46.51162790697675,204.08163265306123,67.11409395973155,44.44444444444444,41.666666666666664,5.310674455655868
5615,32.89473684210526,49.26108374384237,8.136696501220504,7.8988941548183265,20.876826722338205,384.61538461538464,1.8789928598271326,1.4236902050113895
7130,357.14285714285717,22.779043280182233,7.396449704142013,8.045052292839904,42.918454935622314,61.34969325153375,1.8789928598271326,4.432624113475177
3563,15.723270440251572,24.57002457002457,34.013605442176875,7.79423226812159,61.34969325153375,357.14285714285717,1.8789928598271326,1.4236902050113895
7244,69.44444444444444,7.74593338497289,357.14285714285717,23.809523809523807,20.53388090349076,15.723270440251572,1.8789928598271326,1.4236902050113895
4922,5.834305717619603,384.61538461538464,17.301038062283737,8.045052292839904,69.44444444444444,8.136696501220504,1.8789928598271326,1.4236902050113895
